per,wellid,qdes,per,,qdes
12,well809,0,12,well1295,0
12,well810,0,12,well1296,0
12,well811,0,12,well1297,0
12,well812,0,12,well1298,0
12,well813,0,12,well1299,0
12,well814,0,12,well1300,0
12,well815,0,12,well1301,0
12,well816,0,12,well1302,0
12,well817,0,12,well1303,0
12,well818,0,12,well1304,0
12,well819,0,12,well1305,0
12,well820,0,12,well1306,0
12,well821,0,12,well1307,0
12,well822,0,12,well1308,0
12,well823,0,12,well1309,0
12,well824,0,12,well1310,0
12,well825,0,12,well1311,0
12,well826,0,12,well1312,0
12,well827,0,12,well1313,0
12,well828,0,12,well1314,0
12,well829,0,12,well1315,0
12,well830,0,12,well1316,0
12,well831,0,12,well1317,0
12,well832,0,12,well1318,0
12,well833,0,12,well1319,0
12,well834,0,12,well1320,0
12,well835,0,12,well1321,0
12,well836,0,12,well1322,0
12,well837,0,12,well1323,0
12,well838,0,12,well1324,0
12,well839,0,12,well1325,0
12,well840,0,12,well1326,0
12,well841,0,12,well1327,0
12,well842,0,12,well1328,0
12,well843,0,12,well1329,0
12,well844,0,12,well1330,0
12,well845,0,12,well1331,0
12,well846,0,12,well1332,0
12,well847,0,12,well1333,0
12,well848,0,12,well1334,0
12,well849,0,12,well1335,0
12,well850,0,12,well1336,0
12,well851,0,12,well1337,0
12,well852,0,12,well1338,0
12,well853,0,12,well1339,0
12,well854,0,12,well1340,0
12,well855,0,12,well1341,0
12,well856,0,12,well1342,0
12,well857,0,12,well1343,0
12,well858,0,12,well1344,0
12,well859,0,12,well1345,0
12,well860,0,12,well1346,0
12,well861,0,12,well1347,0
12,well862,0,12,well1348,0
12,well863,0,12,well1349,0
12,well864,0,12,well1350,0
12,well865,0,12,well1351,0
12,well866,0,12,well1352,0
12,well867,0,12,well1353,0
12,well868,0,12,well1354,0
12,well869,0,12,well1355,0
12,well870,0,12,well1356,0
12,well871,0,12,well1357,0
12,well872,0,12,well1358,0
12,well873,0,12,well1359,0
12,well874,0,12,well1360,0
12,well875,0,12,well1361,0
12,well876,0,12,well1362,0
12,well877,0,12,well1363,0
12,well878,0,12,well1364,0
12,well879,0,12,well1365,0
12,well880,0,12,well1366,0
12,well881,0,12,well1367,0
12,well882,0,12,well1368,0
12,well883,0,12,well1369,0
12,well884,0,12,well1370,0
12,well885,0,12,well1371,0
12,well886,0,12,well1372,0
12,well887,0,12,well1373,0
12,well888,0,12,well1374,0
12,well889,0,12,well1375,0
12,well890,0,12,well1376,0
12,well891,0,12,well1377,0
12,well892,0,12,well1378,0
12,well893,0,12,well1379,0
12,well894,0,12,well1380,0
12,well895,0,12,well1381,0
12,well896,0,12,well1382,0
12,well897,0,12,well1383,0
12,well898,0,12,well1384,0
12,well899,0,12,well1385,0
12,well900,0,12,well1386,0
12,well901,0,12,well1387,0
12,well902,0,12,well1388,0
12,well903,0,12,well1389,0
12,well904,0,12,well1390,0
12,well905,0,12,well1391,0
12,well906,0,12,well1392,0
12,well907,0,12,well1393,0
12,well908,0,12,well1394,0
12,well909,0,12,well1395,0
12,well910,0,12,well1396,0
12,well911,0,12,well1397,0
12,well912,0,12,well1398,0
12,well913,0,12,well1399,0
12,well914,0,12,well1400,0
12,well915,0,12,well1401,0
12,well916,0,12,well1402,0
12,well917,0,12,well1403,0
12,well918,0,12,well1404,0
12,well919,0,12,well1405,0
12,well920,0,12,well1406,0
12,well921,0,12,well1407,0
12,well922,0,12,well1408,0
12,well923,0,12,well1409,0
12,well924,0,12,well1410,0
12,well925,0,12,well1411,0
12,well926,0,12,well1412,0
12,well927,0,12,well1413,0
12,well928,0,12,well1414,0
12,well929,0,12,well1415,0
12,well930,0,12,well1416,0
12,well931,0,12,well1417,0
12,well932,0,12,well1418,0
12,well933,0,12,well1419,0
12,well934,0,12,well1420,0
12,well935,0,12,well1421,0
12,well936,0,12,well1422,0
12,well937,0,12,well1423,0
12,well938,0,12,well1424,0
12,well939,0,12,well1425,0
12,well940,0,12,well1426,0
12,well941,0,12,well1427,0
12,well942,0,12,well1428,0
12,well943,0,12,well1429,0
12,well944,0,12,well1430,0
12,well945,0,12,well1431,0
12,well946,0,12,well1432,0
12,well947,0,12,well1433,0
12,well948,0,12,well1434,0
12,well949,0,12,well1435,0
12,well950,0,12,well1436,0
12,well951,0,12,well1437,0
12,well952,0,12,well1438,0
12,well953,0,12,well1439,0
12,well954,0,12,well1440,0
12,well955,0,12,well1441,0
12,well956,0,12,well1442,0
12,well957,0,12,well1443,0
12,well958,0,12,well1444,0
12,well959,0,12,well1445,0
12,well960,0,12,well1446,0
12,well961,0,12,well1447,0
12,well962,0,12,well1448,0
12,well963,0,12,well1449,0
12,well964,0,12,well1450,0
12,well965,0,12,well1451,0
12,well966,0,12,well1452,0
12,well967,0,12,well1453,0
12,well968,0,12,well1454,0
12,well969,0,12,well1455,0
12,well970,0,12,well1456,0
12,well971,0,12,well1457,0
12,well972,0,12,well1458,0
12,well973,0,12,well1459,0
12,well974,0,12,well1460,0
12,well975,0,12,well1461,0
12,well976,0,12,well1462,0
12,well977,0,12,well1463,0
12,well978,0,12,well1464,0
12,well979,0,12,well1465,0
12,well980,0,12,well1466,0
12,well981,0,12,well1467,0
12,well982,0,12,well1468,0
12,well983,0,12,well1469,0
12,well984,0,12,well1470,0
12,well985,0,12,well1471,0
12,well986,0,12,well1472,0
12,well987,0,12,well1473,0
12,well988,0,12,well1474,0
12,well989,0,12,well1475,0
12,well990,0,12,well1476,0
12,well991,0,12,well1477,0
12,well992,0,12,well1478,0
12,well993,0,12,well1479,0
12,well994,0,12,well1480,0
12,well995,0,12,well1481,0
12,well996,0,12,well1482,0
12,well997,0,12,well1483,0
12,well998,0,12,well1484,0
12,well999,0,12,well1485,0
13,well1000,0,13,well1486,0
13,well1001,0,13,well1487,0
13,well1002,0,13,well1488,0
13,well1003,0,13,well1489,0
13,well1004,0,13,well1490,0
13,well1005,0,13,well1491,0
13,well1006,0,13,well1492,0
13,well1007,0,13,well1493,0
13,well1008,0,13,well1494,0
13,well1009,0,13,well1495,0
13,well1010,0,13,well1496,0
13,well487,-0.6,13,well973,-864
13,well488,0,13,well974,0
13,well489,-1.6,13,well975,-2304
13,well490,0,13,well976,0
13,well491,-1.8,13,well977,-2592
13,well492,-1,13,well978,-1440
13,well493,-1,13,well979,-1440
13,well494,0,13,well980,0
13,well495,-1.1,13,well981,-1584
13,well496,0,13,well982,0
13,well497,0,13,well983,0
13,well498,0,13,well984,0
13,well499,0,13,well985,0
13,well500,0,13,well986,0
13,well501,-0.3,13,well987,-432
13,well502,0,13,well988,0
13,well503,0,13,well989,0
13,well504,-1.1,13,well990,-1584
13,well505,-0.5,13,well991,-720
13,well506,0,13,well992,0
13,well507,0,13,well993,0
13,well508,0,13,well994,0
13,well509,0,13,well995,0
13,well510,0,13,well996,0
13,well511,0,13,well997,0
13,well512,0,13,well998,0
13,well513,0,13,well999,0
13,well514,0,13,well1000,0
13,well515,0,13,well1001,0
13,well516,0,13,well1002,0
13,well517,0,13,well1003,0
13,well518,-1.8,13,well1004,-2592
13,well519,0,13,well1005,0
13,well520,-0.25,13,well1006,-360
13,well521,-0.25,13,well1007,-360
13,well522,-0.25,13,well1008,-360
13,well523,-0.25,13,well1009,-360
13,well524,0,13,well1010,0
13,well525,0,13,well1011,0
13,well526,0,13,well1012,0
13,well527,0,13,well1013,0
13,well528,0,13,well1014,0
13,well529,0,13,well1015,0
13,well530,0,13,well1016,0
13,well531,-0.25,13,well1017,-360
13,well532,-1,13,well1018,-1440
13,well533,-0.5,13,well1019,-720
13,well534,0,13,well1020,0
13,well535,-0.5,13,well1021,-720
13,well536,-0.5,13,well1022,-720
13,well537,0,13,well1023,0
13,well538,-1,13,well1024,-1440
13,well539,0,13,well1025,0
13,well540,-1,13,well1026,-1440
13,well541,0,13,well1027,0
13,well542,0,13,well1028,0
13,well543,0,13,well1029,0
13,well544,0,13,well1030,0
13,well545,0,13,well1031,0
13,well546,0,13,well1032,0
13,well547,0,13,well1033,0
13,well548,0,13,well1034,0
13,well549,0,13,well1035,0
13,well550,0,13,well1036,0
13,well551,-1,13,well1037,-1440
13,well552,0,13,well1038,0
13,well553,0,13,well1039,0
13,well554,0,13,well1040,0
13,well555,0,13,well1041,0
13,well556,-1,13,well1042,-1440
13,well557,-1,13,well1043,-1440
13,well558,0,13,well1044,0
13,well559,0,13,well1045,0
13,well560,0,13,well1046,0
13,well561,-2,13,well1047,-2880
13,well562,0,13,well1048,0
13,well563,-1,13,well1049,-1440
13,well564,0,13,well1050,0
13,well565,0,13,well1051,0
13,well566,0,13,well1052,0
13,well567,0,13,well1053,0
13,well568,0,13,well1054,0
13,well569,0,13,well1055,0
13,well570,0,13,well1056,0
13,well571,0,13,well1057,0
13,well572,-0.5,13,well1058,-720
13,well573,0,13,well1059,0
13,well574,0,13,well1060,0
13,well575,0,13,well1061,0
13,well576,0,13,well1062,0
13,well577,0,13,well1063,0
13,well578,0,13,well1064,0
13,well579,0,13,well1065,0
13,well580,0,13,well1066,0
13,well581,0,13,well1067,0
13,well582,0,13,well1068,0
13,well583,0,13,well1069,0
13,well584,0,13,well1070,0
13,well585,0,13,well1071,0
13,well586,0,13,well1072,0
13,well587,0,13,well1073,0
13,well588,0,13,well1074,0
13,well589,0,13,well1075,0
13,well590,0,13,well1076,0
13,well591,-1,13,well1077,-1440
13,well592,0,13,well1078,0
13,well593,-0.5,13,well1079,-720
13,well594,0,13,well1080,0
13,well595,0,13,well1081,0
13,well596,0,13,well1082,0
13,well597,0,13,well1083,0
13,well598,0,13,well1084,0
13,well599,0,13,well1085,0
13,well600,0,13,well1086,0
13,well601,0,13,well1087,0
13,well602,0,13,well1088,0
13,well603,0,13,well1089,0
13,well604,0,13,well1090,0
13,well605,0,13,well1091,0
13,well606,0,13,well1092,0
13,well607,0,13,well1093,0
13,well608,0,13,well1094,0
13,well609,0,13,well1095,0
13,well610,0,13,well1096,0
13,well611,-0.25,13,well1097,-360
13,well612,-0.5,13,well1098,-720
13,well613,-0.5,13,well1099,-720
13,well614,-1,13,well1100,-1440
13,well615,0,13,well1101,0
13,well616,-1,13,well1102,-1440
13,well617,-0.5,13,well1103,-720
13,well618,0,13,well1104,0
13,well619,-1,13,well1105,-1440
13,well620,-1,13,well1106,-1440
13,well621,0,13,well1107,0
13,well622,0,13,well1108,0
13,well623,-0.25,13,well1109,-360
13,well624,0,13,well1110,0
13,well625,0,13,well1111,0
13,well626,0,13,well1112,0
13,well627,0,13,well1113,0
13,well628,0,13,well1114,0
13,well629,0,13,well1115,0
13,well630,0,13,well1116,0
13,well631,-1,13,well1117,-1440
13,well632,0,13,well1118,0
13,well633,0,13,well1119,0
13,well634,0,13,well1120,0
13,well635,0,13,well1121,0
13,well636,0,13,well1122,0
13,well637,0,13,well1123,0
13,well638,-1.6,13,well1124,-2304
13,well639,0,13,well1125,0
13,well640,0,13,well1126,0
13,well641,0,13,well1127,0
13,well642,0,13,well1128,0
13,well643,0,13,well1129,0
13,well644,0,13,well1130,0
13,well645,0,13,well1131,0
13,well646,0,13,well1132,0
13,well647,0,13,well1133,0
13,well648,-1.8,13,well1134,-2592
13,well649,-2.5,13,well1135,-3600
13,well650,0,13,well1136,0
13,well651,-0.8,13,well1137,-1152
13,well652,-0.25,13,well1138,-360
13,well653,-0.4,13,well1139,-576
13,well654,-0.4,13,well1140,-576
13,well655,-0.6,13,well1141,-864
13,well656,-0.6,13,well1142,-864
13,well657,-0.4,13,well1143,-576
13,well658,-0.9,13,well1144,-1296
13,well659,-1.4,13,well1145,-2016
13,well660,-0.7,13,well1146,-1008
13,well661,-0.55,13,well1147,-792
13,well662,-1.4,13,well1148,-2016
13,well663,-2.5,13,well1149,-3600
13,well664,-1.4,13,well1150,-2016
13,well665,-1.2,13,well1151,-1728
13,well666,-1.4,13,well1152,-2016
13,well667,-1.1,13,well1153,-1584
13,well668,-1.8,13,well1154,-2592
13,well669,-2.2,13,well1155,-3168
13,well670,-0.6,13,well1156,-864
13,well671,-0.7,13,well1157,-1008
13,well672,-0.6,13,well1158,-864
13,well673,-0.3,13,well1159,-432
13,well674,-0.3,13,well1160,-432
13,well675,-0.3,13,well1161,-432
13,well676,-0.3,13,well1162,-432
13,well677,-1.4,13,well1163,-2016
13,well678,-1,13,well1164,-1440
13,well679,-0.6,13,well1165,-864
13,well680,-0.5,13,well1166,-720
13,well681,-0.5,13,well1167,-720
13,well682,-0.4,13,well1168,-576
13,well683,-0.4,13,well1169,-576
13,well684,-0.3,13,well1170,-432
13,well685,-0.3,13,well1171,-432
13,well686,-0.7,13,well1172,-1008
13,well687,-1.6,13,well1173,-2304
13,well688,-1,13,well1174,-1440
13,well689,-0.5,13,well1175,-720
13,well690,-0.7,13,well1176,-1008
13,well691,-0.3,13,well1177,-432
13,well692,-0.7,13,well1178,-1008
13,well693,-0.4,13,well1179,-576
13,well694,-0.3,13,well1180,-432
13,well695,-0.4,13,well1181,-576
13,well696,-0.6,13,well1182,-864
13,well697,-0.3,13,well1183,-432
13,well698,-0.3,13,well1184,-432
13,well699,-0.2,13,well1185,-288
13,well700,-0.125,13,well1186,-180
13,well701,-1,13,well1187,-1440
13,well702,-1.3,13,well1188,-1872
13,well703,-0.5,13,well1189,-720
13,well704,-2.7,13,well1190,-3888
13,well705,-0.5,13,well1191,-720
13,well706,-0.3,13,well1192,-432
13,well707,-0.3,13,well1193,-432
13,well708,-0.8,13,well1194,-1152
13,well709,-1,13,well1195,-1440
13,well710,-0.7,13,well1196,-1008
13,well711,-1.1,13,well1197,-1584
13,well712,-0.4,13,well1198,-576
13,well713,-1,13,well1199,-1440
13,well714,-0.3,13,well1200,-432
13,well715,-0.3,13,well1201,-432
13,well716,-0.3,13,well1202,-432
13,well717,-0.3,13,well1203,-432
13,well718,-0.3,13,well1204,-432
13,well719,-0.8,13,well1205,-1152
13,well720,-0.3,13,well1206,-432
13,well721,-0.3,13,well1207,-432
13,well722,-0.3,13,well1208,-432
13,well723,-1.1,13,well1209,-1584
13,well724,0,13,well1210,0
13,well725,-0.3,13,well1211,-432
13,well726,-0.2,13,well1212,-288
13,well727,-1.8,13,well1213,-2592
13,well728,-2.2,13,well1214,-3168
13,well729,-1,13,well1215,-1440
13,well730,-1.8,13,well1216,-2592
13,well731,-1.4,13,well1217,-2016
13,well732,-2,13,well1218,-2880
13,well733,-0.7,13,well1219,-1008
13,well734,-0.7,13,well1220,-1008
13,well735,-0.6,13,well1221,-864
13,well736,-0.8,13,well1222,-1152
13,well737,-1.8,13,well1223,-2592
13,well738,-1,13,well1224,-1440
13,well739,-0.45,13,well1225,-648
13,well740,-1.1,13,well1226,-1584
13,well741,-0.6,13,well1227,-864
13,well742,-0.6,13,well1228,-864
13,well743,-0.6,13,well1229,-864
13,well744,-0.7,13,well1230,-1008
13,well745,-1,13,well1231,-1440
13,well746,0,13,well1232,0
13,well747,-0.6,13,well1233,-864
13,well748,-1.1,13,well1234,-1584
13,well749,0,13,well1235,0
13,well750,0,13,well1236,0
13,well751,0,13,well1237,0
13,well752,0,13,well1238,0
13,well753,0,13,well1239,0
13,well754,0,13,well1240,0
13,well755,0,13,well1241,0
13,well756,0,13,well1242,0
13,well757,0,13,well1243,0
13,well758,0,13,well1244,0
13,well759,0,13,well1245,0
13,well760,0,13,well1246,0
13,well761,0,13,well1247,0
13,well762,0,13,well1248,0
13,well763,0,13,well1249,0
13,well764,0,13,well1250,0
13,well765,0,13,well1251,0
13,well766,0,13,well1252,0
13,well767,0,13,well1253,0
13,well768,0,13,well1254,0
13,well769,0,13,well1255,0
13,well770,0,13,well1256,0
13,well771,0,13,well1257,0
13,well772,0,13,well1258,0
13,well773,0,13,well1259,0
13,well774,0,13,well1260,0
13,well775,0,13,well1261,0
13,well776,0,13,well1262,0
13,well777,0,13,well1263,0
13,well778,0,13,well1264,0
13,well779,0,13,well1265,0
13,well780,0,13,well1266,0
13,well781,0,13,well1267,0
13,well782,0,13,well1268,0
13,well783,0,13,well1269,0
13,well784,0,13,well1270,0
13,well785,0,13,well1271,0
13,well786,0,13,well1272,0
13,well787,0,13,well1273,0
13,well788,0,13,well1274,0
13,well789,0,13,well1275,0
13,well790,0,13,well1276,0
13,well791,0,13,well1277,0
13,well792,0,13,well1278,0
13,well793,0,13,well1279,0
13,well794,0,13,well1280,0
13,well795,0,13,well1281,0
13,well796,0,13,well1282,0
13,well797,0,13,well1283,0
13,well798,0,13,well1284,0
13,well799,0,13,well1285,0
13,well800,0,13,well1286,0
13,well801,0,13,well1287,0
13,well802,0,13,well1288,0
13,well803,0,13,well1289,0
13,well804,0,13,well1290,0
13,well805,0,13,well1291,0
13,well806,0,13,well1292,0
13,well807,0,13,well1293,0
13,well808,0,13,well1294,0
13,well809,0,13,well1295,0
13,well810,0,13,well1296,0
13,well811,0,13,well1297,0
13,well812,0,13,well1298,0
13,well813,0,13,well1299,0
13,well814,0,13,well1300,0
13,well815,0,13,well1301,0
13,well816,0,13,well1302,0
13,well817,0,13,well1303,0
13,well818,0,13,well1304,0
13,well819,0,13,well1305,0
13,well820,0,13,well1306,0
13,well821,0,13,well1307,0
13,well822,0,13,well1308,0
13,well823,0,13,well1309,0
13,well824,0,13,well1310,0
13,well825,0,13,well1311,0
13,well826,0,13,well1312,0
13,well827,0,13,well1313,0
13,well828,0,13,well1314,0
13,well829,0,13,well1315,0
13,well830,0,13,well1316,0
13,well831,0,13,well1317,0
13,well832,0,13,well1318,0
13,well833,0,13,well1319,0
13,well834,0,13,well1320,0
13,well835,0,13,well1321,0
13,well836,0,13,well1322,0
13,well837,0,13,well1323,0
13,well838,0,13,well1324,0
13,well839,0,13,well1325,0
13,well840,0,13,well1326,0
13,well841,0,13,well1327,0
13,well842,0,13,well1328,0
13,well843,0,13,well1329,0
13,well844,0,13,well1330,0
13,well845,0,13,well1331,0
13,well846,0,13,well1332,0
13,well847,0,13,well1333,0
13,well848,0,13,well1334,0
13,well849,0,13,well1335,0
13,well850,0,13,well1336,0
13,well851,0,13,well1337,0
13,well852,0,13,well1338,0
13,well853,0,13,well1339,0
13,well854,0,13,well1340,0
13,well855,0,13,well1341,0
13,well856,0,13,well1342,0
13,well857,0,13,well1343,0
13,well858,0,13,well1344,0
13,well859,0,13,well1345,0
13,well860,0,13,well1346,0
13,well861,0,13,well1347,0
13,well862,0,13,well1348,0
13,well863,0,13,well1349,0
13,well864,0,13,well1350,0
13,well865,0,13,well1351,0
13,well866,0,13,well1352,0
13,well867,0,13,well1353,0
13,well868,0,13,well1354,0
13,well869,0,13,well1355,0
13,well870,0,13,well1356,0
13,well871,0,13,well1357,0
13,well872,0,13,well1358,0
13,well873,0,13,well1359,0
13,well874,0,13,well1360,0
13,well875,0,13,well1361,0
13,well876,0,13,well1362,0
13,well877,0,13,well1363,0
13,well878,0,13,well1364,0
13,well879,0,13,well1365,0
13,well880,0,13,well1366,0
13,well881,0,13,well1367,0
13,well882,0,13,well1368,0
13,well883,0,13,well1369,0
13,well884,0,13,well1370,0
13,well885,0,13,well1371,0
13,well886,0,13,well1372,0
13,well887,0,13,well1373,0
13,well888,0,13,well1374,0
13,well889,0,13,well1375,0
13,well890,0,13,well1376,0
13,well891,0,13,well1377,0
13,well892,0,13,well1378,0
13,well893,0,13,well1379,0
13,well894,0,13,well1380,0
13,well895,0,13,well1381,0
13,well896,0,13,well1382,0
13,well897,0,13,well1383,0
13,well898,0,13,well1384,0
13,well899,0,13,well1385,0
13,well900,0,13,well1386,0
13,well901,0,13,well1387,0
13,well902,0,13,well1388,0
13,well903,0,13,well1389,0
13,well904,0,13,well1390,0
13,well905,0,13,well1391,0
13,well906,0,13,well1392,0
13,well907,0,13,well1393,0
13,well908,0,13,well1394,0
13,well909,0,13,well1395,0
13,well910,0,13,well1396,0
13,well911,0,13,well1397,0
13,well912,0,13,well1398,0
13,well913,0,13,well1399,0
13,well914,0,13,well1400,0
13,well915,0,13,well1401,0
13,well916,0,13,well1402,0
13,well917,0,13,well1403,0
13,well918,0,13,well1404,0
13,well919,0,13,well1405,0
13,well920,0,13,well1406,0
13,well921,0,13,well1407,0
13,well922,0,13,well1408,0
13,well923,0,13,well1409,0
13,well924,0,13,well1410,0
13,well925,0,13,well1411,0
13,well926,0,13,well1412,0
13,well927,0,13,well1413,0
13,well928,0,13,well1414,0
13,well929,0,13,well1415,0
13,well930,0,13,well1416,0
13,well931,0,13,well1417,0
13,well932,0,13,well1418,0
13,well933,0,13,well1419,0
13,well934,0,13,well1420,0
13,well935,0,13,well1421,0
13,well936,0,13,well1422,0
13,well937,0,13,well1423,0
13,well938,0,13,well1424,0
13,well939,0,13,well1425,0
13,well940,0,13,well1426,0
13,well941,0,13,well1427,0
13,well942,0,13,well1428,0
13,well943,0,13,well1429,0
13,well944,0,13,well1430,0
13,well945,0,13,well1431,0
13,well946,0,13,well1432,0
13,well947,0,13,well1433,0
13,well948,0,13,well1434,0
13,well949,0,13,well1435,0
13,well950,0,13,well1436,0
13,well951,0,13,well1437,0
13,well952,0,13,well1438,0
13,well953,0,13,well1439,0
13,well954,0,13,well1440,0
13,well955,0,13,well1441,0
13,well956,0,13,well1442,0
13,well957,0,13,well1443,0
13,well958,0,13,well1444,0
13,well959,0,13,well1445,0
13,well960,0,13,well1446,0
13,well961,0,13,well1447,0
13,well962,0,13,well1448,0
13,well963,0,13,well1449,0
13,well964,0,13,well1450,0
13,well965,0,13,well1451,0
13,well966,0,13,well1452,0
13,well967,0,13,well1453,0
13,well968,0,13,well1454,0
13,well969,0,13,well1455,0
13,well970,0,13,well1456,0
13,well971,0,13,well1457,0
13,well972,0,13,well1458,0
13,well973,0,13,well1459,0
13,well974,0,13,well1460,0
13,well975,0,13,well1461,0
13,well976,0,13,well1462,0
13,well977,0,13,well1463,0
13,well978,0,13,well1464,0
13,well979,0,13,well1465,0
13,well980,0,13,well1466,0
13,well981,0,13,well1467,0
13,well982,0,13,well1468,0
13,well983,0,13,well1469,0
13,well984,0,13,well1470,0
13,well985,0,13,well1471,0
13,well986,0,13,well1472,0
13,well987,0,13,well1473,0
13,well988,0,13,well1474,0
13,well989,0,13,well1475,0
13,well990,0,13,well1476,0
13,well991,0,13,well1477,0
13,well992,0,13,well1478,0
13,well993,0,13,well1479,0
13,well994,0,13,well1480,0
13,well995,0,13,well1481,0
13,well996,0,13,well1482,0
13,well997,0,13,well1483,0
13,well998,0,13,well1484,0
13,well999,0,13,well1485,0
